0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100,0,0,205,0,0,0,0,205,0,0,100,0,0,0,0,0,205,0,0,0,100,0,0,0,0,0,0,0,205,0,100,0,0,0,0
0,0,0,0,100,0,0,205,0,0,0,0,205,0,0,100,0,0,0,0,0,205,0,0,0,100,0,0,0,0,0,0,0,205,0,100,0,0,0,0
0,101,0,101,101,101,101,205,101,101,0,101,205,101,0,101,101,0,101,101,101,205,0,101,101,101,101,0,101,101,0,101,101,205,101,101,0,101,0,101
0,0,0,0,100,0,0,205,0,0,0,0,205,0,0,100,0,0,0,0,0,205,0,0,0,100,0,0,0,0,0,0,0,205,0,100,0,0,0,0
0,0,0,5,5,5,5,205,5,5,0,5,205,5,0,5,5,0,5,5,5,205,0,5,5,5,5,0,5,5,0,5,5,205,5,5,0,0,0,0
0,0,0,0,100,0,0,205,0,0,0,0,205,0,0,100,0,0,0,0,0,205,0,0,0,100,0,0,0,0,0,0,0,205,0,100,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,5,5,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100,0,0,205,0,0,0,0,205,0,0,100,0,0,0,0,0,205,0,0,0,100,0,0,0,0,0,0,0,205,0,100,0,0,0,0
0,0,0,5,5,5,5,205,5,5,0,5,205,5,0,5,5,0,5,5,5,205,0,5,5,5,5,0,5,5,0,5,5,205,5,5,0,0,0,0
0,0,0,0,100,0,0,205,0,0,0,0,205,0,0,100,0,0,0,0,0,205,0,0,0,100,0,0,0,0,0,0,0,205,0,100,0,0,0,0
0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
0,101,0,101,101,101,101,205,101,101,0,101,205,101,0,101,101,0,101,101,101,205,0,101,101,101,101,0,101,101,0,101,101,205,101,101,0,101,0,101
0,0,0,0,100,0,0,205,0,0,0,0,205,0,0,100,0,0,0,0,0,205,0,0,0,100,0,0,0,0,0,0,0,205,0,100,0,0,0,0
0,0,0,0,100,0,0,205,0,0,0,0,205,0,0,100,0,5,5,0,5,205,0,0,0,100,0,0,0,0,0,0,0,205,0,100,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100,0,0,205,0,0,0,0,205,0,0,100,0,0,0,0,0,205,0,0,0,100,0,0,0,0,0,0,0,205,0,100,0,0,0,0
0,0,0,5,5,5,5,205,5,5,0,5,205,5,0,5,5,0,5,5,5,205,0,5,5,5,5,0,5,5,0,5,5,205,5,5,0,0,0,0
0,0,0,0,100,0,0,205,0,0,0,0,205,0,0,100,0,0,0,0,0,205,0,0,0,100,0,0,0,0,0,0,0,205,0,100,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101,0,101,101,101,101,205,101,101,0,101,205,101,0,101,101,0,101,101,101,205,0,101,101,101,101,0,101,101,0,101,101,205,101,101,0,101,0,101
0,0,0,0,100,0,0,205,0,0,0,0,205,0,0,100,0,0,0,0,0,205,0,0,0,100,0,0,0,0,0,0,0,205,0,100,0,0,0,0
0,0,0,0,100,0,0,205,0,0,0,0,205,0,0,100,0,0,0,0,0,205,0,0,0,100,0,0,0,0,0,0,0,205,0,100,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100,0,0,205,0,0,0,0,205,0,0,100,0,0,0,0,0,205,0,0,0,100,0,0,0,0,0,0,0,205,0,100,0,0,0,0
0,0,0,5,5,5,5,205,5,5,0,5,205,5,0,5,5,0,5,5,5,205,0,5,5,5,5,0,5,5,0,5,5,205,5,5,0,0,0,0
0,0,0,0,100,0,0,205,0,0,0,0,205,0,0,100,0,0,0,0,0,205,0,0,0,100,0,0,0,0,0,0,0,205,0,100,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101,0,101,101,101,101,205,101,101,0,101,205,101,0,101,101,0,101,101,101,205,0,101,101,101,101,0,101,101,0,101,101,205,101,101,0,101,0,101
0,0,0,0,100,0,0,205,0,0,0,0,205,0,0,100,0,0,0,0,0,205,0,0,0,100,0,0,0,0,0,0,0,205,0,100,0,0,0,0
0,0,0,0,100,0,0,205,0,0,0,0,205,0,0,100,0,0,0,0,0,205,0,0,0,100,0,0,0,0,0,0,0,205,0,100,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,5,5,5,5,205,5,5,0,5,205,5,0,5,5,0,5,5,5,205,0,5,5,5,5,0,5,5,0,5,5,205,5,5,0,0,0,0
0,0,0,0,100,0,0,205,0,0,0,0,205,0,0,100,0,0,0,0,0,205,0,0,0,100,0,0,0,0,0,0,0,205,0,100,0,0,0,0
0,0,0,0,100,0,0,205,0,0,0,0,205,0,0,100,0,0,0,0,0,205,0,0,0,100,0,0,0,0,0,0,0,205,0,100,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101,0,101,101,101,101,205,101,101,0,101,205,101,0,101,101,0,101,101,101,205,0,101,101,101,101,0,101,101,0,101,101,205,101,101,0,101,0,101
0,0,0,0,100,0,0,205,0,0,0,0,205,0,0,100,0,0,0,0,0,205,0,0,0,100,0,0,0,0,0,0,0,205,0,100,0,0,0,0
0,0,0,0,100,0,0,205,0,0,0,0,205,0,0,100,0,0,0,0,0,205,0,0,0,100,0,0,0,0,0,0,0,205,0,100,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,5,5,5,5,205,5,5,0,5,205,5,0,5,5,0,5,5,5,205,0,5,5,5,5,0,5,5,0,5,5,205,5,5,0,0,0,0
0,0,0,0,100,0,0,205,0,0,0,0,205,0,0,100,0,0,0,0,0,205,0,0,0,100,0,0,0,0,0,0,0,205,0,100,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101,0,101,101,101,101,205,101,101,0,101,205,101,0,101,101,0,101,101,101,205,0,101,101,101,101,0,101,101,0,101,101,205,101,101,0,101,0,101
0,0,0,0,100,0,0,205,0,0,0,0,205,0,0,100,0,0,0,0,0,205,0,0,0,100,0,0,0,0,0,0,0,205,0,100,0,0,0,0
