10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,6,6,6,6,6,6,6,6
10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
10,10,10,10,10,10,9,9,9,9,10,10,10,10,10,10,10,10,10,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
10,10,10,10,9,9,9,9,9,9,9,9,10,10,10,10,10,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
10,10,9,9,9,9,9,9,9,9,9,10,10,10,10,10,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
10,10,10,10,9,9,9,9,9,10,10,10,10,10,10,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
10,10,10,10,10,10,9,10,10,10,10,10,10,10,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,10
10,10,10,10,10,10,10,10,10,10,10,10,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10
10,10,10,10,10,10,10,10,10,10,10,10,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,10,10
10,10,10,10,10,10,10,10,10,10,10,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,10,10
10,10,10,10,10,10,10,10,10,10,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,10,10,10
10,10,10,10,10,10,10,10,10,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,10,10,10
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,9,9,9,9,9,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,9,9,9,9,9,9,9,9,9,6,6,6,6,6,6,6,6,6,6,6,6
9,9,6,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,3,3,3,3,3,3,3,9,9,9,9,6,6,6,6,6,6,6,6,6,6,6
9,9,9,6,6,6,6,6,6,6,6,6,6,6,9,9,3,3,3,1,1,1,1,3,3,3,3,9,9,9,6,6,6,6,6,6,6,6,6,6
10,9,9,9,6,6,6,6,6,6,6,6,6,9,9,3,3,1,1,1,1,1,1,1,3,3,3,3,3,9,9,6,6,6,6,6,6,6,6,6
10,10,9,9,9,6,6,6,6,6,6,6,9,9,3,3,1,1,1,1,1,1,1,1,1,1,3,3,3,9,9,9,6,6,6,6,6,6,6,9
10,10,10,9,9,6,6,6,6,6,6,9,9,3,1,1,2,2,2,2,2,2,2,2,1,1,3,3,1,1,9,9,6,6,6,6,6,6,9,9
10,10,10,9,9,9,6,6,6,6,6,9,9,1,1,1,2,1,2,2,2,2,1,2,2,1,1,1,1,1,1,9,9,6,6,6,6,6,9,9
10,10,10,10,9,9,6,6,6,6,6,9,9,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,9,6,6,6,6,6,9,9
10,10,10,10,9,9,9,6,6,6,9,9,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,9,9,6,6,6,9,9,10
10,10,10,10,10,9,9,6,6,6,9,9,1,1,1,1,2,3,1,2,2,1,3,1,2,1,1,1,1,1,1,1,9,9,6,6,6,9,9,10
10,10,10,10,10,9,9,6,6,6,9,1,1,1,1,1,2,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,9,9,6,6,6,9,9,10
10,10,10,10,10,9,9,6,6,6,9,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,9,9,6,6,6,9,9,10
10,10,10,10,10,9,9,6,6,6,9,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,9,9,6,6,6,9,10,10
10,10,10,10,10,10,9,6,6,6,9,1,1,1,1,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,9,9,6,6,6,9,9,10
10,10,10,10,10,9,9,6,6,6,9,3,3,3,3,3,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,9,9,6,6,6,9,9,10
10,10,10,10,10,9,9,6,6,6,9,3,3,3,3,3,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,9,9,6,6,6,9,9,10
10,10,10,10,10,9,9,6,6,6,9,3,3,3,3,1,1,1,1,2,2,2,1,1,1,3,3,3,3,3,3,3,9,9,6,6,6,9,9,10
10,10,10,10,10,9,9,6,6,6,9,3,3,3,3,1,1,1,1,2,2,2,1,1,1,1,3,3,3,3,3,3,9,9,6,6,6,9,9,10
10,10,10,10,10,9,9,6,6,6,9,9,3,3,3,1,1,1,1,2,2,2,1,1,1,1,3,3,3,3,3,3,9,6,6,6,6,6,9,9
10,10,10,10,9,9,6,6,6,6,6,9,9,3,3,1,1,1,1,2,2,2,2,1,1,1,1,3,3,3,3,9,9,6,6,6,6,6,9,9
10,10,10,10,9,9,6,6,6,6,6,6,9,3,1,1,1,1,1,2,2,2,2,1,1,1,1,1,3,3,3,9,9,6,6,6,6,6,6,9
10,10,10,9,9,6,6,6,6,6,6,6,9,9,1,1,1,1,1,2,2,2,2,1,1,1,1,1,3,3,9,9,6,6,6,6,6,6,6,9
10,10,9,9,9,6,6,6,6,6,6,6,6,9,9,1,1,1,1,2,2,2,2,1,1,1,1,1,3,9,9,6,6,6,6,6,6,6,6,6
